Kamisato Ayato,5,Inazuma,Hydro,,Sword,2022-03-30,Tall Male,Cypressus Custos,26-Mar,Quiet Elegance,"Yashiro Commission (on profile), Kamisato Clan, Shuumatsuban",TRUE,Chris Hackney,Zhaolu (赵路),Akira Ishida (石田 彰),Jang Min-hyeok (장민혁),Sakura Bloom,Dew of Repudation,Old Handguard,Kageuchi Handguard,Famed Handguard,Varunada Lazurite Sliver,Varunada Lazurite Fragment,Varunada Lazurite Chunk,Varunada Lazurite Gemstone,Old Handguard,Kageuchi Handguard,Famed Handguard,Teachings of Elegance,Guide to Elegance,Guide to Elegance,Guide to Elegance,Guide to Elegance,Philosophies of Elegance,Philosophies of Elegance,Philosophies of Elegance,Philosophies of Elegance,Mudra of the Malefic General
Kaveh,4,Sumeru,Dendro,,Claymore,2023-05-02,Tall Male,Paradisaea,09-Jul,The Endeavor,"Independent Design Studio (on profile), Kshahrewar (graduate)",FALSE,Ben Balmaceda,Liu Sanmu (刘三木),Uchida Yuma (内田 雄馬),Lee Jung-min (이정민),Mourning Flower,Quelled Creeper,Fungal Spores,Luminescent Pollen,Crystalline Cyst Dust,Nagadus Emerald Sliver,Nagadus Emerald Fragment,Nagadus Emerald Chunk,Nagadus Emerald Gemstone,Fungal Spores,Luminescent Pollen,Crystalline Cyst Dust,Teachings of Ingenuity,Guide to Ingenuity,Guide to Ingenuity,Guide to Ingenuity,Guide to Ingenuity,Philosophies of Ingenuity,Philosophies of Ingenuity,Philosophies of Ingenuity,Philosophies of Ingenuity,Primordial Greenbloom
Keqing,5,Liyue,Electro,,Sword,2020-09-28,Medium Female,Trulla Cementarii,20-Nov,Survival Grilled Fish,Liyue Qixing,FALSE,Kayli Mills,Ying Xie (谢莹),Eri Kitamura (喜多村英梨),Lee Bo-hee (이보희),Cor Lapis,Lightning Prism,Whopperflower Nectar,Shimmering Nectar,Energy Nectar,Vajrada Amethyst Sliver,Vajrada Amethyst Fragment,Vajrada Amethyst Chunk,Vajrada Amethyst Gemstone,Whopperflower Nectar,Shimmering Nectar,Energy Nectar,Teachings of Prosperity,Guide to Prosperity,Guide to Prosperity,Guide to Prosperity,Guide to Prosperity,Philosophies of Prosperity,Philosophies of Prosperity,Philosophies of Prosperity,Philosophies of Prosperity,Ring of Boreas
Kirara,4,Inazuma,Dendro,,Sword,2023-05-24,Medium Female,Arcella,22-Jan,Energizing Bento,Komaniya Express,FALSE,Julia Gu,Sun Yanqi (孙艳琦),Suzushiro Sayumi (鈴代 紗弓),Kang Eun-ae (강은애),Amakumo Fruit,Evergloom Ring,Spectral Husk,Spectral Heart,Spectral Nucleus,Nagadus Emerald Sliver,Nagadus Emerald Fragment,Nagadus Emerald Chunk,Nagadus Emerald Gemstone,Spectral Husk,Spectral Heart,Spectral Nucleus,Teachings of Transience,Guide to Transience,Guide to Transience,Guide to Transience,Guide to Transience,Philosophies of Transience,Philosophies of Transience,Philosophies of Transience,Philosophies of Transience,Everamber
Klee,5,Mondstadt,Pyro,,Catalyst,2020-10-20,Short Female,Trifolium,27-Jul,Fish-Flavored Toast,Knights of Favonius,TRUE,Poonam Basu,Hualing (花玲),Misaki Kuno (久野美咲),Bang Yeon-ji (방연지),Philanemo Mushroom,Everflame Seed,Divining Scroll,Sealed Scroll,Forbidden Curse Scroll,Agnidus Agate Sliver, Agnidus Agate Fragment,Agnidus Agate Chunk,Agnidus Agate Gemstone,Divining Scroll,Sealed Scroll,Forbidden Curse Scroll,Teachings of Freedom,Guide to Freedom,Guide to Freedom,Guide to Freedom,Guide to Freedom,Philosophies of Freedom,Philosophies of Freedom,Philosophies of Freedom,Philosophies of Freedom,Ring of Boreas
Kujou Sara,4,Inazuma,Electro,,Bow,2021-09-01,Tall Female,Flabellum,14-Jul,Faith Eternal,Tenryou Commission,FALSE,Jeannie Tirado,Yang Menglu (杨梦露),Asami Seto (瀬戸麻沙美),Mun Ji-yeong (문지영),Dendrobium,Storm Beads,Damaged Mask,Stained Mask,Ominous Mask,Vajrada Amethyst Sliver,Vajrada Amethyst Fragment,Vajrada Amethyst Chunk,Vajrada Amethyst Gemstone,Damaged Mask,Stained Mask,Ominous Mask,Teachings of Elegance,Guide to Elegance,Guide to Elegance,Guide to Elegance,Guide to Elegance,Philosophies of Elegance,Philosophies of Elegance,Philosophies of Elegance,Philosophies of Elegance,Ashen Heart
Kuki Shinobu,4,Inazuma,Electro,,Sword,2022-06-21,Medium Female,Tribulatio Demptio,27-Jul,Omurice Waltz,"Arataki Gang (on profile), Kuki Clan, Grand Narukami Shrine (formerly)",FALSE,Kira Buckland,Yang Ning (杨凝),Kaori Mizuhashi (水橋 かおり),Kim Yool (김율),Naku Weed,Runic Fang,Spectral Husk,Spectral Heart,Spectral Nucleus,Vajrada Amethyst Sliver,Vajrada Amethyst Fragment,Vajrada Amethyst Chunk,Vajrada Amethyst Gemstone,Spectral Husk,Spectral Heart,Spectral Nucleus,Teachings of Elegance,Guide to Elegance,Guide to Elegance,Guide to Elegance,Guide to Elegance,Philosophies of Elegance,Philosophies of Elegance,Philosophies of Elegance,Philosophies of Elegance,Tears of the Calamitous God
Layla,4,Sumeru,Cryo,,Sword,2022-11-18,Medium Female,Luscinia,19-Dec,Extravagant Slumber,Rtawahist,FALSE,Ashely Biski,Hou Xiaofei (侯小菲),Tomita Miyu (富田美憂),Kang Sae-Bom (강새봄),Nilotpala Lotus,Perpetual Caliber,Divining Scroll,Sealed Scroll,Forbidden Curse Scroll,Shivada Jade Sliver,Shivada Jade Fragment,Shivada Jade Chunk,Shivada Jade Gemstone,Divining Scroll,Sealed Scroll,Forbidden Curse Scroll,Teachings of Ingenuity,Guide to Ingenuity,Guide to Ingenuity,Guide to Ingenuity,Guide to Ingenuity,Philosophies of Ingenuity,Philosophies of Ingenuity,Philosophies of Ingenuity,Philosophies of Ingenuity,Mirror of Mushin
Lisa,4,Mondstadt,Electro,,Catalyst,2020-09-28,Tall Female,Tempus Fugit,09-Jun,Mysterious Bolognese,"Knights of Favonius (on profile), Spantamad (formerly)",FALSE,Mara Junot,Ke Zhong (钟可),Rie Tanaka (田中理恵),Park Go-woon (박고운),Valberry,Lightning Prism,Slime Condensate,Slime Secretions,Slime Concentrate,Vajrada Amethyst Sliver,Vajrada Amethyst Fragment,Vajrada Amethyst Chunk,Vajrada Amethyst Gemstone,Slime Condensate,Slime Secretions,Slime Concentrate,Teachings of Ballad,Guide to Ballad,Guide to Ballad,Guide to Ballad,Guide to Ballad,Philosophies of Ballad,Philosophies of Ballad,Philosophies of Ballad,Philosophies of Ballad,Dvalin's Claw
Lynette,4,Fontaine,Anemo,Ousia,Sword,2023-08-16,Medium Female,Felis Alba,02-Feb,A Leisurely Sip,"Hotel Bouffes d'ete (on profile), House of the Hearth",FALSE,Anairis Quiñones,Kekewei (可可味),Sasahara Yu (篠原侑),Lee Myung-hwa (이명화),Lumidouce Bell,Artificed Spare Clockwork Component - Coppelia,Meshing Gear,Mechanical Spur Gear,Artificed Dynamic Gear,Vayuda Turquoise Sliver,Vayuda Turquoise Fragment,Vayuda Turquoise Chunk,Vayuda Turquoise Gemstone,Meshing Gear,Mechanical Spur Gear,Artificed Dynamic Gear,Teachings of Order,Guide to Order,Guide to Order,Guide to Order,Guide to Order,Philosophies of Order,Philosophies of Order,Philosophies of Order,Philosophies of Order,Everamber
Lyney,5,Fontaine,Pyro,Pneuma,Bow,2023-08-16,Medium Male,Felis Fuscus,02-Feb,Cubic Tricks,"Hotel Bouffes d'ete (on profile), House of the Hearth",TRUE,Daman Mills,Jinli (锦鲤),Shimono Hiro (下野紘),Park Song-young (박성영),Rainbow Rose,Emperor's Resolution,Recruit's Insignia,Sergeant's Insignia,Lieutenant's Insignia,Agnidus Agate Sliver, Agnidus Agate Fragment,Agnidus Agate Chunk,Agnidus Agate Gemstone,Recruit's Insignia,Sergeant's Insignia,Lieutenant's Insignia,Teachings of Equity,Guide to Equity,Guide to Equity,Guide to Equity,Guide to Equity,Philosophies of Equity,Philosophies of Equity,Philosophies of Equity,Philosophies of Equity,Primordial Greenbloom
Mika,4,Mondstadt,Cryo,,Polearm,2023-03-21,Medium Male,Palumbus,11-Aug,Surveyor's Breakfast Sandwich,Knights of Favonius,FALSE,Robb Moreira,Deng Youxi (邓宥希),Sanpei Yūko (三瓶由布子),Yoon Eun-seo (윤은서),Wolfhook,Pseudo-Stamens,Recruit's Insignia,Sergeant's Insignia,Lieutenant's Insignia,Shivada Jade Sliver,Shivada Jade Fragment,Shivada Jade Chunk,Shivada Jade Gemstone,Recruit's Insignia,Sergeant's Insignia,Lieutenant's Insignia,Teachings of Ballad,Guide to Ballad,Guide to Ballad,Guide to Ballad,Guide to Ballad,Philosophies of Ballad,Philosophies of Ballad,Philosophies of Ballad,Philosophies of Ballad,Mirror of Mushin
Mona,5,Mondstadt,Hydro,,Catalyst,2020-09-28,Medium Female,Astrolabos,31-Aug,Der Weisheit Letzter Schluss (Life),"Mondstadt (on profile), The Steambird",FALSE,Felecia Angelle,Tingting Chen (陈婷婷),Konomi Kohara (小原好美),Woo Jeong-sin (우정신),Philanemo Mushroom,Cleansing Heart,Whopperflower Nectar,Shimmering Nectar,Energy Nectar,Varunada Lazurite Sliver,Varunada Lazurite Fragment,Varunada Lazurite Chunk,Varunada Lazurite Gemstone,Whopperflower Nectar,Shimmering Nectar,Energy Nectar,Teachings of Resistance,Guide to Resistance,Guide to Resistance,Guide to Resistance,Guide to Resistance,Philosophies of Resistance,Philosophies of Resistance,Philosophies of Resistance,Philosophies of Resistance,Ring of Boreas
Nahida,5,Sumeru,Dendro,,Catalyst,2022-11-02,Short Female,Sapientia Oromasdis,27-Oct,Halvamazd,"Sumeru City (on profile), The Seven, Sumeru Akademiya",TRUE,Kimberley Anne Campbell,Hualing (花玲),Tamura Yukari (田村ゆかり),Park Shi-Yoon (박시윤),Kalpalata Lotus,Quelled Creeper,Fungal Spores,Luminescent Pollen,Crystalline Cyst Dust,Nagadus Emerald Sliver,Nagadus Emerald Fragment,Nagadus Emerald Chunk,Nagadus Emerald Gemstone,Fungal Spores,Luminescent Pollen,Crystalline Cyst Dust,Teachings of Ingenuity,Guide to Ingenuity,Guide to Ingenuity,Guide to Ingenuity,Guide to Ingenuity,Philosophies of Ingenuity,Philosophies of Ingenuity,Philosophies of Ingenuity,Philosophies of Ingenuity,Puppet Strings
Navia,5,Fontaine,Geo,Ousia,Claymore,2023-12-20,Tall Female,Rosa Multiflora,16-Aug,"""Pick What You Like!""","Spina di Rosula (on profile), House of Caspar",TRUE,Brenna Larsen,Xiaogan (小敢),Toyosaki Aki (豊崎愛生),Jeong Hae-eun (정해은),Spring of the First Dewdrop,Artificed Spare Clockwork Component — Coppelius,Transoceanic Pearl,Transoceanic Chunk,Xenochromatic Crystal,Prithiva Topaz Sliver,Prithiva Topaz Fragment,Prithiva Topaz Chunk,Prithiva Topaz Gemstone,Transoceanic Pearl,Transoceanic Chunk,Xenochromatic Crystal,Teachings of Equity,Guide to Equity,Guide to Equity,Guide to Equity,Guide to Equity,Philosophies of Equity,Philosophies of Equity,Philosophies of Equity,Philosophies of Equity,Lightless Silk String
Neuvillette,5,Fontaine,Hydro,Pneuma,Catalyst,2023-09-27,Tall Male,Leviathan Judicator,18-Dec,"""Consomme Purete""","Court of Fontaine (on profile), Marechaussee Phantom, Palais Mermonia, Seven Sovereigns",TRUE,Ray Chase,Sang Yuze (桑毓泽),Kamiya Hiroshi (神谷浩史),Kwak Yoon-sang (곽윤상),Lumitoile,Fontemer Unihorn,Transoceanic Pearl,Transoceanic Chunk,Xenochromatic Crystal,Varunada Lazurite Sliver,Varunada Lazurite Fragment,Varunada Lazurite Chunk,Varunada Lazurite Gemstone,Transoceanic Pearl,Transoceanic Chunk,Xenochromatic Crystal,Teachings of Equity,Guide to Equity,Guide to Equity,Guide to Equity,Guide to Equity,Philosophies of Equity,Philosophies of Equity,Philosophies of Equity,Philosophies of Equity,Everamber
Nilou,5,Sumeru,Hydro,,Sword,2022-10-14,Medium Female,Lotos Somno,03-Dec,Swirling Steps,Zubayr Theater,TRUE,Dani Chambers,Zisu Jiuyue (紫苏九月),Kanemoto Hisako (金元寿子),Chae Rim (채림),Padisarah,Perpetual Caliber,Fungal Spores,Luminescent Pollen,Crystalline Cyst Dust,Varunada Lazurite Sliver,Varunada Lazurite Fragment,Varunada Lazurite Chunk,Varunada Lazurite Gemstone,Fungal Spores,Luminescent Pollen,Crystalline Cyst Dust,Teachings of Praxis,Guide to Praxis,Guide to Praxis,Guide to Praxis,Guide to Praxis,Philosophies of Praxis,Philosophies of Praxis,Philosophies of Praxis,Philosophies of Praxis,Tears of the Calamitous God
Ningguang,4,Liyue,Geo,,Catalyst,2020-09-28,Tall Female,Opus Aequilibrium,26-Aug,Qiankun Mora Meat,Liyue Qixing,FALSE,Erin Ebers,Mingya Du (杜冥鸦),Sayaka Ohara (大原さやか),Gwak Gyu-mi (곽규미),Glaze Lily,Basalt Pillar,Recruit's Insignia,Sergeant's Insignia,Lieutenant's Insignia,Prithiva Topaz Sliver,Prithiva Topaz Fragment,Prithiva Topaz Chunk,Prithiva Topaz Gemstone,Recruit's Insignia,Sergeant's Insignia,Lieutenant's Insignia,Teachings of Prosperity,Guide to Prosperity,Guide to Prosperity,Guide to Prosperity,Guide to Prosperity,Philosophies of Prosperity,Philosophies of Prosperity,Philosophies of Prosperity,Philosophies of Prosperity,Spirit Locket of Boreas
Noelle,4,Mondstadt,Geo,,Claymore,2020-09-28,Medium Female,Parma Cordis,21-Mar,Lighter-Than-Air Pancake,Knights of Favonius,FALSE,Laura Faye Smith,Yanning (宴宁),Kanon Takao (高尾奏音),Lee Bo-hee (이보희),Valberry,Basalt Pillar,Damaged Mask,Stained Mask,Ominous Mask,Prithiva Topaz Sliver,Prithiva Topaz Fragment,Prithiva Topaz Chunk,Prithiva Topaz Gemstone,Damaged Mask,Stained Mask,Ominous Mask,Teachings of Resistance,Guide to Resistance,Guide to Resistance,Guide to Resistance,Guide to Resistance,Philosophies of Resistance,Philosophies of Resistance,Philosophies of Resistance,Philosophies of Resistance,Dvalin's Claw
Qiqi,5,Liyue,Cryo,,Sword,2020-09-28,Short Female,Pristina Nova,03-Mar,No Tomorrow,"Bubu Pharmacy (on profile), Adepti (energy carrier)",FALSE,Christie Cate,Yanning (宴宁),Yukari Tamura (田村ゆかり),Lee Seul (이슬),Violetgrass,Hoarfrost Core,Divining Scroll,Sealed Scroll,Forbidden Curse Scroll,Shivada Jade Sliver,Shivada Jade Fragment,Shivada Jade Chunk,Shivada Jade Gemstone,Divining Scroll,Sealed Scroll,Forbidden Curse Scroll,Teachings of Prosperity,Guide to Prosperity,Guide to Prosperity,Guide to Prosperity,Guide to Prosperity,Philosophies of Prosperity,Philosophies of Prosperity,Philosophies of Prosperity,Philosophies of Prosperity,Tail of Boreas
Raiden Shogun,5,Inazuma,Electro,,Polearm,2021-09-01,Tall Female,Imperatrix Umbrosa,26-Jun,,"Inazuma City (on profile), Inazuma Shogunate, The Seven",TRUE,Anne Yatco,Juhuahua (菊花花),Miyuki Sawashiro (沢城みゆき),Park Ji-yoon (박지윤),Amakumo Fruit,Storm Beads,Old Handguard,Kageuchi Handguard,Famed Handguard,Vajrada Amethyst Sliver,Vajrada Amethyst Fragment,Vajrada Amethyst Chunk,Vajrada Amethyst Gemstone,Old Handguard,Kageuchi Handguard,Famed Handguard,Teachings of Light,Guide to Light,Guide to Light,Guide to Light,Guide to Light,Philosophies of Light,Philosophies of Light,Philosophies of Light,Philosophies of Light,Molten Moment
Razor,4,Mondstadt,Electro,,Claymore,2020-09-28,Medium Male,Lupus Minor,09-Sep,Puppy-Paw Hash Brown,Wolvendom (Boreas),FALSE,Todd Haberkorn,Shuai Zhou (周帅),Kōki Uchiyama (内山昂輝),Kim Seo-yeong (김서영),Wolfhook,Lightning Prism,Damaged Mask,Stained Mask,Ominous Mask,Vajrada Amethyst Sliver,Vajrada Amethyst Fragment,Vajrada Amethyst Chunk,Vajrada Amethyst Gemstone,Damaged Mask,Stained Mask,Ominous Mask,Teachings of Resistance,Guide to Resistance,Guide to Resistance,Guide to Resistance,Guide to Resistance,Philosophies of Resistance,Philosophies of Resistance,Philosophies of Resistance,Philosophies of Resistance,Dvalin's Claw
Rosaria,4,Mondstadt,Cryo,,Polearm,2021-04-06,Tall Female,Spinea Corona,24-Jan,Dinner of Judgement,Church of Favonius,FALSE,Elizabeth Maxwell,Anqi Zhang (张安琪),Ai Kakuma (加隈亜衣),Kim Bo-na (김보나),Valberry,Hoarfrost Core,Recruit's Insignia,Sergeant's Insignia,Lieutenant's Insignia,Shivada Jade Sliver,Shivada Jade Fragment,Shivada Jade Chunk,Shivada Jade Gemstone,Recruit's Insignia,Sergeant's Insignia,Lieutenant's Insignia,Teachings of Ballad,Guide to Ballad,Guide to Ballad,Guide to Ballad,Guide to Ballad,Philosophies of Ballad,Philosophies of Ballad,Philosophies of Ballad,Philosophies of Ballad,Shadow of the Warrior
Sangonomiya Kokomi,5,Inazuma,Hydro,,Catalyst,2021-09-21,Medium Female,Dracanea Somnolenta,22-Feb,A Stunning Stratagem,"Watatsumi Island (on profile), Sangonomiya Clan, Watatsumi Army",TRUE,Risa Mei,Guiniang (龟娘),Suzuko Mimori (三森すずこ),Yeo Yun-mi (여윤미),Sango Pearl,Dew of Repudation,Spectral Husk,Spectral Heart,Spectral Nucleus,Varunada Lazurite Sliver,Varunada Lazurite Fragment,Varunada Lazurite Chunk,Varunada Lazurite Gemstone,Spectral Husk,Spectral Heart,Spectral Nucleus,Teachings of Transience,Guide to Transience,Guide to Transience,Guide to Transience,Guide to Transience,Philosophies of Transience,Philosophies of Transience,Philosophies of Transience,Philosophies of Transience,Hellfire Butterfly
Sayu,4,Inazuma,Anemo,,Claymore,2021-08-10,Short Female,Nyctereutes Minor,19-Oct,Dizziness-Be-Gone no Justu Version 2.0,Shuumatsuban,FALSE,Lilypichu (Lily Ki),Sakula小舞,Aya Suzaki (洲崎綾),Lee Ji-hyeon (이지현),Crystal Marrow,Marionette Core,Whopperflower Nectar,Shimmering Nectar,Energy Nectar,Vayuda Turquoise Sliver,Vayuda Turquoise Fragment,Vayuda Turquoise Chunk,Vayuda Turquoise Gemstone,Whopperflower Nectar,Shimmering Nectar,Energy Nectar,Teachings of Light,Guide to Light,Guide to Light,Guide to Light,Guide to Light,Philosophies of Light,Philosophies of Light,Philosophies of Light,Philosophies of Light,Gilded Scale
Sethos,4,Sumeru,Electro,,Bow,2024-06-05,Medium Male,Basileos Delta,31-May,Super-Dee-Duper Delicious Meat Roll,Temple of Silence,FALSE,Zeno Robinson,Li Lanling (李兰陵),Chiba Shoya (千葉翔也),Kim Dong-hyun (김동현),Trishiraite,Cloudseam Scale,Faded Red Satin,Trimmed Red Silk,Rich Red Brocade,Vajrada Amethyst Sliver,Vajrada Amethyst Fragment,Vajrada Amethyst Chunk,Vajrada Amethyst Gemstone,Faded Red Satin,Trimmed Red Silk,Rich Red Brocade,Teachings of Praxis,Guide to Praxis,Guide to Praxis,Guide to Praxis,Guide to Praxis,Philosophies of Praxis,Philosophies of Praxis,Philosophies of Praxis,Philosophies of Praxis,Daka's Bell
Shenhe,5,Liyue,Cryo,,Polearm,2022-01-05,Tall Female,Crista Doloris,10-Mar,Heartstring Noodles,"Cloud Retainer's Abode (on profile), Adepti (disciple), Wanmin Restaurant",TRUE,Chelsea Kwoka,Ziyi Qin(秦紫翼),Ayako Kawasumi (川澄綾子),Lee Hyun-jin (이현진),Qingxin,Dragonheir's False Fin,Whopperflower Nectar,Shimmering Nectar,Energy Nectar,Shivada Jade Sliver,Shivada Jade Fragment,Shivada Jade Chunk,Shivada Jade Gemstone,Whopperflower Nectar,Shimmering Nectar,Energy Nectar,Teachings of Prosperity,Guide to Prosperity,Guide to Prosperity,Guide to Prosperity,Guide to Prosperity,Philosophies of Prosperity,Philosophies of Prosperity,Philosophies of Prosperity,Philosophies of Prosperity,Hellfire Butterfly
Shikanoin Heizou,4,Inazuma,Anemo,,Catalyst,2022-07-13,Medium Male,Cervus Minor,24-Jul,The Only Truth,"Tenryou Commission (on profile), Bantan Sango Detective Agency (formerly)",FALSE,Kieran Regan,Lin Jing (林景),Iguchi Yuuichi (井口祐一),Jeong-Ui-jin (정의진),Onikabuto,Runic Fang,Treasure Hoarder Insignia,Silver Raven Insignia,Golden Raven Insignia,Vayuda Turquoise Sliver,Vayuda Turquoise Fragment,Vayuda Turquoise Chunk,Vayuda Turquoise Gemstone,Treasure Hoarder Insignia,Silver Raven Insignia,Golden Raven Insignia,Teachings of Transience,Guide to Transience,Guide to Transience,Guide to Transience,Guide to Transience,Philosophies of Transience,Philosophies of Transience,Philosophies of Transience,Philosophies of Transience,The Meaning of Aeons
Sigewinne,5,Fontaine,Hydro,Ousia,Bow,2024-06-25,Short Female,Nereides,30-Mar,Well-Balanced Meal,Fortress of Meropide,TRUE,Sarah Williams,Zhao Shuang (赵爽),Kino Hina (木野日菜),Kim Chae-rin (김채린),Romaritime Flower,Water That Failed To Transcend,Transoceanic Pearl,Transoceanic Chunk,Xenochromatic Crystal,Varunada Lazurite Sliver,Varunada Lazurite Fragment,Varunada Lazurite Chunk,Varunada Lazurite Gemstone,Transoceanic Pearl,Transoceanic Chunk,Xenochromatic Crystal,Teachings of Equity,Guide to Equity,Guide to Equity,Guide to Equity,Guide to Equity,Philosophies of Equity,Philosophies of Equity,Philosophies of Equity,Philosophies of Equity,Lightless Eye of the Maelstrom
Sucrose,4,Mondstadt,Anemo,,Catalyst,2020-09-28,Medium Female,Ampulla,26-Sep,Nutritious Meal (V.593),Knights of Favonius,FALSE,Valeria Rodriguez,Xiaogan (小敢),Akane Fujita (藤田茜),Kim Ha-yeong (김하영),Windwheel Aster,Hurricane Seed,Whopperflower Nectar,Shimmering Nectar,Energy Nectar,Vayuda Turquoise Sliver,Vayuda Turquoise Fragment,Vayuda Turquoise Chunk,Vayuda Turquoise Gemstone,Whopperflower Nectar,Shimmering Nectar,Energy Nectar,Teachings of Freedom,Guide to Freedom,Guide to Freedom,Guide to Freedom,Guide to Freedom,Philosophies of Freedom,Philosophies of Freedom,Philosophies of Freedom,Philosophies of Freedom,Spirit Locket of Boreas
Tartaglia,5,Snezhnaya,Hydro,,Bow,2020-11-11,Tall Male,Monoceros Caeli,20-Jul,A Prize Catch,"Fatui (on profile), Eleven Fatui Harbingers",TRUE,Griffin Burns,Yudong (鱼冻),Ryohei Kimura (木村良平),Nam Doh-hyeong (남도형),Starconch,Cleansing Heart,Recruit's Insignia,Sergeant's Insignia,Lieutenant's Insignia,Varunada Lazurite Sliver,Varunada Lazurite Fragment,Varunada Lazurite Chunk,Varunada Lazurite Gemstone,Recruit's Insignia,Sergeant's Insignia,Lieutenant's Insignia,Teachings of Freedom,Guide to Freedom,Guide to Freedom,Guide to Freedom,Guide to Freedom,Philosophies of Freedom,Philosophies of Freedom,Philosophies of Freedom,Philosophies of Freedom,Shard of a Foul Legacy
Thoma,4,Inazuma,Pyro,,Polearm,2021-11-02,Tall Male,Rubeum Scutum,09-Jan,"""Warmth""","Yashiro Commission (on profile), Kamisato Clan",FALSE,Christian Banas,Pei Zhang (张沛),Masakazu Morita (森田成一),Ryu Seung-gon (류승곤),Fluorescent Fungus,Smoldering Pearl,Treasure Hoarder Insignia,Silver Raven Insignia,Golden Raven Insignia,Agnidus Agate Sliver, Agnidus Agate Fragment,Agnidus Agate Chunk,Agnidus Agate Gemstone,Treasure Hoarder Insignia,Silver Raven Insignia,Golden Raven Insignia,Teachings of Transience,Guide to Transience,Guide to Transience,Guide to Transience,Guide to Transience,Philosophies of Transience,Philosophies of Transience,Philosophies of Transience,Philosophies of Transience,Hellfire Butterfly
Tighnari,5,Sumeru,Dendro,,Bow,2022-08-24,Medium Male,Vulpes Zerda,29-Dec,Forest Watcher's Choice,"Gandharva Ville (on profile), Forest Rangers, Amurta (graduate)",FALSE,Zachary Gordon,Moran (莫然),Kobayashi Sanae (小林 沙苗),Jung Ui-taek (정의택),Nilotpala Lotus,Majestic Hooked Beak,Fungal Spores,Luminescent Pollen,Crystalline Cyst Dust,Nagadus Emerald Sliver,Nagadus Emerald Fragment,Nagadus Emerald Chunk,Nagadus Emerald Gemstone,Fungal Spores,Luminescent Pollen,Crystalline Cyst Dust,Teachings of Admonition,Guide to Admonition,Guide to Admonition,Guide to Admonition,Guide to Admonition,Philosophies of Admonition,Philosophies of Admonition,Philosophies of Admonition,Philosophies of Admonition,The Meaning of Aeons
"Traveler (Aether, Anemo)",5,,Anemo,,Sword,2020-09-28,Medium Male,Viator,Player's Choice,,,,Zach Aguilar,Luyin (鹿喑),Horie Shun (堀江瞬),Lee Kyung-tae (이경태),Windwheel Aster,,Damaged Mask,Stained Mask,Ominous Mask,Brilliant Diamond Sliver,Brilliant Diamond Fragment,Brilliant Diamond Chunk,Brilliant Diamond Gemstone,Divining Scroll,Sealed Scroll,Forbidden Curse Scroll,Teachings of Freedom,Guide to Resistance,Guide to Ballad,Guide to Freedom,Guide to Resistance,Philosophies of Ballad,Philosophies of Freedom,Philosophies of Resistance,Philosophies of Ballad,Dvalin's Sigh
"Traveler (Aether, Dendro)",5,,Dendro,,Sword,2020-09-28,Medium Male,Viator,Player's Choice,,,,Zach Aguilar,Luyin (鹿喑),Horie Shun (堀江瞬),Lee Kyung-tae (이경태),Windwheel Aster,,Damaged Mask,Stained Mask,Ominous Mask,Brilliant Diamond Sliver,Brilliant Diamond Fragment,Brilliant Diamond Chunk,Brilliant Diamond Gemstone,Fungal Spores,Luminescent Pollen,Crystalline Cyst Dust,Teachings of Admonition,Guide to Ingenuity,Guide to Praxis,Guide to Admonition,Guide to Ingenuity,Philosophies of Praxis,Philosophies of Admonition,Philosophies of Ingenuity,Philosophies of Praxis,Mudra of the Malefic General
"Traveler (Aether, Electro)",5,,Electro,,Sword,2020-09-28,Medium Male,Viator,Player's Choice,,,,Zach Aguilar,Luyin (鹿喑),Horie Shun (堀江瞬),Lee Kyung-tae (이경태),Windwheel Aster,,Damaged Mask,Stained Mask,Ominous Mask,Brilliant Diamond Sliver,Brilliant Diamond Fragment,Brilliant Diamond Chunk,Brilliant Diamond Gemstone,Old Handguard,Kageuchi Handguard,Famed Handguard,Teachings of Transience,Guide to Elegance,Guide to Light,Guide to Transience,Guide to Elegance,Philosophies of Light,Philosophies of Transience,Philosophies of Elegance,Philosophies of Light,Dragon Lord's Crown
"Traveler (Aether, Geo)",5,,Geo,,Sword,2020-09-28,Medium Male,Viator,Player's Choice,,,,Zach Aguilar,Luyin (鹿喑),Horie Shun (堀江瞬),Lee Kyung-tae (이경태),Windwheel Aster,,Damaged Mask,Stained Mask,Ominous Mask,Brilliant Diamond Sliver,Brilliant Diamond Fragment,Brilliant Diamond Chunk,Brilliant Diamond Gemstone,Divining Scroll,Sealed Scroll,Forbidden Curse Scroll,Teachings of Freedom,Guide to Resistance,Guide to Ballad,Guide to Freedom,Guide to Resistance,Philosophies of Ballad,Philosophies of Freedom,Philosophies of Resistance,Philosophies of Ballad,Dvalin's Sigh
"Traveler (Aether, Hydro)",5,,Hydro,Pneuma,Sword,2020-09-28,Medium Male,Viator,Player's Choice,,,,Zach Aguilar,Luyin (鹿喑),Horie Shun (堀江瞬),Lee Kyung-tae (이경태),Windwheel Aster,,Damaged Mask,Stained Mask,Ominous Mask,Brilliant Diamond Sliver,Brilliant Diamond Fragment,Brilliant Diamond Chunk,Brilliant Diamond Gemstone,Transoceanic Pearl,Transoceanic Chunk,Xenochromatic Crystal,Teachings of Equity,Guide to Justice,Guide to Order,Guide to Equity,Guide to Justice,Philosophies of Order,Philosophies of Equity,Philosophies of Justice,Philosophies of Order,Worldspan Fern
